sampleID	B_cells	Monocytes_CD14.CD16.	Monocytes_CD16.CD14.	NK_cells	Neutrophils	T_cells_.CD4..	T_cells_.CD8..	otherCells
A	0	0	0	0.0521	0.1855	0.0134	0	0.7489
B	0	0	0	0.0529	0.1858	0.0128	0	0.7485
C	0	0	0	0.0534	0.1739	0.016	0	0.7567
D	0	0	0	0.0501	0.1722	0.0196	0	0.7581
E	0	0	0	0.053	0.1765	0.0154	0	0.7551
F	0	0	0	0.0598	0.1815	0.0073	0	0.7514
G	0	0	1e-04	0.0498	0.1974	0.0115	0	0.7412
H	0	0	0.0013	0.0493	0.1918	0.0122	0	0.7454
I	0	0	1e-04	0.0493	0.1941	0.0126	0	0.7439
J	0	0	0	0.0505	0.166	0.0214	0	0.7621
K	0	0	0	0.0543	0.1646	0.018	0	0.7631
L	0	0	0	0.0498	0.1703	0.0202	0	0.7597
