	CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
S10001	0	1	0	0	0	0	0	0
S10006	0	1	0	0	0	0	0	0
S1001	0	1	0	0	0	0	0	0
S10010	0	0.999042457234235	0	0	0.00095754276576501	0	0	0
S10011	0	1	0	0	0	0	0	0
S10014	0	0.994363980848308	0	0.00563601915169175	0	0	0	0
S10026	0	1	0	0	0	0	0	0
S10032	0	1	0	0	0	0	0	0
S10036	0	0.999062890419923	0	0	0.000937109580076766	0	0	0
S10042	0	1	0	0	0	0	0	0
S10044	0	1	0	0	0	0	0	0
S10049	0	1	0	0	0	0	0	0
S10057	0	0.995377715662654	0	0.00462228433734608	0	0	0	0
S10062	0	1	0	0	0	0	0	0
S10066	0	0.998867268770182	0	0	0.00113273122981804	0	0	0
S10067	0	1	0	0	0	0	0	0
S1007	0	1	0	0	0	0	0	0
S10073	0	1	0	0	0	0	0	0
S10077	0	1	0	0	0	0	0	0
S10080	0	1	0	0	0	0	0	0
S10082	0	1	0	0	0	0	0	0
S10087	0	1	0	0	0	0	0	0
S10089	0	0.999533859741905	0	0	0.000466140258095098	0	0	0
S1009	0	1	0	0	0	0	0	0
S10090	0	0.999731521282924	0	0	0.000268478717075883	0	0	0
S10093	0	0.999842514198743	0	0	0.000157485801257261	0	0	0
S10094	0	1	0	0	0	0	0	0
S1010	0	1	0	0	0	0	0	0
S10111	0	1	0	0	0	0	0	0
S10116	0	0.997538505204254	0	0.00246149479574578	0	0	0	0
S10119	0	1	0	0	0	0	0	0
S10121	0	1	0	0	0	0	0	0
S10130	0	0.999576734886538	0	0	0.000423265113462108	0	0	0
S10140	0	0.999543743812755	0	0	0.000456256187245159	0	0	0
S10142	0	0.999516609392061	0	0.000483390607939291	0	0	0	0
S10150	0	0.991927642136437	0	0.00643226586877493	0.00164009199478834	0	0	0
S10155	0	1	0	0	0	0	0	0
S1016	0	0.99748442019235	0	0.00224981080870976	0.000265768998940347	0	0	0
S10163	0	0.997271029683876	0	0.00272897031612363	0	0	0	0
