B.cells.naive	B.cells.memory	Monocytes	NK.cells.resting	NK.cells.activated	Neutrophils	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated	Plasma.cells	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	Dendritic.cells.resting	Dendritic.cells.activated	Eosinophils
average.A	34.0671334637905	24.7712687168754	13.4692235870064	19.2528438575819	15.6959601975404	14.377414461343	0	3.55141416467581	0	10.2529079687898	0	0	0	0	0	1.91313878487857	0	0	20.2241255943451	0	0	0
average.B	40.4599106640783	32.0603297579032	14.5633779739786	16.2789467456517	0	17.1201881729439	0.254348020052565	5.53695008549093	0	10.9898410522964	0	0	0	-2.77396943313911	-66.9968979762502	8.01316021630722	0	0	20.4046013010406	0	0	0
average.C	3.55550013401012	6.70850517760913	0	25.4466575727076	17.7347466462913	0	46.0598840513449	44.1375453050554	22.1640923132586	45.1343975793325	-1.64726507129256	-39.6342080353437	0	-17.3371409695548	-57.1812181914908	0	44.7755081866634	42.0652828544442	34.1426921497666	-29.9070355229913	-19.5194274263632	0
average.D	6.4412662945962	5.02901760741358	0	31.6271375204997	34.6802069519467	0	44.686786651624	43.5257288581027	26.7866426174252	45.8803484264089	-12.7279130097663	-78.4378779347468	-4.04903116740233	-6.7090885233806	0	0	42.9807340318367	40.4222365237622	37.0476079082337	-4.50460269458921	0	0
average.E	0	0	0	55.2851720723725	61.5456937318822	0	23.7836464861575	28.4989654432568	14.8772982638636	49.0410665125992	0	-7.02797281494237	0	-21.0309017931111	0	0	21.5753556710793	18.6083720640035	55.2349306973082	-2.46211028459943	-31.2723246213778	0
average.F	0	0	0	114.77956480852	135.719206884604	0	0	0	4.30536272109566	24.0290408592197	0	0	0	0	7.05913550662438	0	0	0	72.7915008051962	0	-62.9923762306457	0
average.G	23.4418728644933	17.6591347276294	49.4953044563528	0	0	125.217824291643	0	0	0	0	53.8803875413751	0	19.7072425249311	3.3265727954052	6.15405167299774	0	0	0	0	0	0	39.3487797767868
average.H	14.6175180986516	13.1618328084755	79.8225817172143	0	0	72.6761054226334	0	0	0	0	49.8720483552419	80.9580763514289	58.9468529770557	0	91.6332385480832	0	0	0	0	67.2881651490748	52.3555164576434	47.0958066543263
average.I	11.5981568360802	12.1548980315092	79.2083173590938	0	0	68.0044787039865	0	0	0	0	49.6306384807869	142.301187625566	65.6487689078201	0	12.7113367138503	0.436441308382488	0	0	0	66.6630243409177	88.271350875298	38.6453792105698
average.J	34.7167243311098	33.3764705484135	-8.40977335800946	14.1449455726605	18.6885592725021	-18.7743798912004	59.2053457146267	55.3998839526305	31.9711474926911	43.9023229542152	-18.4038441877734	-31.5280712875761	-0.299116088221706	0	0	20.0023442665908	58.9303802468614	57.8471929624382	26.2500856512644	-21.7251257772054	0	0
average.K	7.28276383933811	9.3920817467184	-21.8822489574138	63.0129888655889	70.5891307619872	-22.6869914808274	38.7521224439214	42.4134247261131	31.2484291088765	65.5830532643463	-34.7158001070353	-20.6645902664939	-36.6848791154275	-27.4433611491724	-60.650762428714	11.0720143082464	34.7258386259507	31.8493447507017	57.3998061288127	-41.0600645566485	0	-0.635075353087406
average.L	0	0	0	13.8898471587108	3.39310430857894	0	41.7775126724824	45.7503597002418	20.8383195846841	34.4631018729524	0	0	0	106.677047718271	113.570829723863	0	45.3964612473525	40.84980172848	23.7162145374284	-0.90340289010594	0	17.0924638880188
stdev.A	0.0271335026661233	0.013123985117305	0.0039660724935255	0.00997533069185995	0.0139947478865118	0.0817993516149253	0	0.0055181653245888	0	0.0113249596914121	0	0	0	0	0	0.00351264663873803	0	0	0.00399658757671695	0	0	0
stdev.B	0.0366492298177226	0.0213085071061417	0.00795401662772515	0.0185652103419574	0	0.0542476663353059	0.00834555080237978	0.00613917250545103	0	0.0163876139123143	0	0	0	0.0739325125709367	0.176184685831701	0.0054714268298574	0	0	0.0113630698058739	0	0	0
stdev.C	0.0107375472069358	0.0183313243753196	0	0.022012701585929	0.0121174647022078	0	0.0138317991650686	0.0166814503595299	0.0165090964436829	0.0213479887904661	0.0692463040945373	0.150270466054638	0	0.0502270783975281	0.186864662316201	0	0.00951935539773668	0.00874268077783393	0.0228550307909045	0.08310908461045	0.0819615248214667	0
stdev.D	0.0383037957160758	0.0240685876167621	0	0.00656923901230594	0.00511600004528426	0	0.00534797264047629	0.00698878814351642	0.0043416567354718	0.00522482895464736	0.140940363246393	0.11596503685748	0.0126712139811372	0.0530720536621517	0	0	0.00630348902111572	0.00579701473803021	0.00629414483644856	0.0187213605735101	0	0
stdev.E	0	0	0	0.00248059188720177	0.00749683688277219	0	0.00715326187571563	0.00528251265648091	0.0125629288604563	0.0124902755445922	0	0.144046776996445	0	0.0688458906808684	0	0	0.00392758367656864	0.0047149884164191	0.0114876693255116	0.0811428894769453	0.118639307985215	0
