CD38.negative.naive.B.cell	memory.B.cell	CD14.positive..CD16.negative.classical.monocyte	cytotoxic.CD56.dim.natural.killer.cell	mature.neutrophil	memory.CD4.positive.alpha.beta.T.cell	CD4.positive..alpha.beta.T.cell	memory.CD8.positive.alpha.beta.T.cell
mix_1	0	0	0.00118675954102602	0	0	0	0	0
mix_2	0	0	0	0	0	0	0	0
mix_3	0	0	0.000408824618564974	0	0	0	0	0
mix_4	0	0	0	0	0	0.00143397648117002	0.00114136271321338	0
mix_5	0	0	0	0	0	0	0	0
mix_6	0	0	0	0.00115866227345389	0	0.00228167646311322	0.00109978275989243	0.0025061552919081
mix_7	0	0	0	0	0	0	0.00129166720356507	0
mix_8	0	0	0	0	0	0	0	0
mix_9	0	0.00156775748387423	0	0.0052484920394653	4.19188430452052e-06	0.00339201790948576	0.00331738250077418	0.00542232838397571
mix_10	0	0	0	0	0	0	0	0
mix_11	0	0	0.00199853570593212	0.000801586009610967	0.0037283068263415	0	0	0
mix_12	0	0	0	0	0	0	0.000911779700803259	0
mix_13	0	0	0	0	0	0	0.0066271858693792	0
mix_14	0.000267833083600599	0.00129224066799848	0.00387614325199602	4.48212204410313e-05	0.00665232503714925	0.00153362577305045	0.00150128518016432	0.000803343153804197
mix_15	0	0	0	0	0	0	0	0
mix_16	0	0	0	0	0	0	0.00332317911997988	0
mix_17	0	0	0	0	0	0	0.00622459984804199	0
mix_18	0	0	0	0	0	0	7.71381340329895e-05	0
mix_19	0	0	0	0	0	0	0	0
mix_20	0	0	0	0	0	0	0.00149442326049205	0
mix_21	0	0	0	0	0	0	0.00865426929082892	0
mix_22	0	0	0.00393726287935054	0	0.00772711494267589	0	0	0
mix_23	0	0	0	0	0.000687286000993989	0.000328387159258193	0.00125920610706671	0
mix_24	0	0	0	0	0	0.00179132635721468	0.00699949117503302	0
mix_25	0.00225132847607948	0.00348014977434093	0	0.00230555332019043	0	0.00455740004246548	0.00678822118495748	0.00441363548987635
mix_26	0	0	0	0	0	0	0.0011515148992791	0
mix_27	0	0	0	0.000265283978517173	2.6715885108364e-05	0	0	0
mix_28	0	0	0	0	0	0	0	0
mix_29	0	0	0	0	0	0	0	0
mix_30	0	0	0	0	0	0.00229933762131485	0.00343875925971603	0.00127317212561794
mix_31	0	0	0	0	0	0	0	0
mix_32	0	0	0.00658224839372138	0	0.0111105422333103	0	0	0
mix_33	0	0	0	0	0	0	0	0
mix_34	0	0	0	0	0	0	0	0
mix_35	0	0	0	0	0	0	0	0
mix_36	0	0	4.3693549780534e-05	0	6.91409877875587e-06	0	0	0
mix_37	0	0	0	0	0	0	0	0
mix_38	0	0	0	0	0	0	0	0
mix_39	0	0	0	0	0	0.000890629238275588	0.000798009085529428	0.000115432458695638
mix_40	0	0	0	0	0	0	0	0
mix_41	0	0	0	0	0	0	0	0
mix_42	0.00206549742351805	0.00328360147148743	0	0	0.00300878028243255	0.00383951679478025	0.00673199719128215	0
